Analyzing journey 1 with 278 records
No 'Arrival Time' found for this journey, skipping regression analysis.

=================================

Analyzing journey 2 with 449 records
Arrival Time: 2023-07-01 04:23:25

=== Predicting Time Estimates ===
Model Coefficients: 0.09751958940457658
Model Intercept: 15.25148709368824
Mean Squared Error (MSE): 249.28284861087857
MSE over time (as ship approaches):
Time Step 1: MSE = 25.92825497262256
Time Step 2: MSE = 22.19901841296371
Time Step 3: MSE = 22.698648861656864
Time Step 4: MSE = 25.440151937998266
Time Step 5: MSE = 23.730839332611747
Time Step 6: MSE = 26.1019546495604
Time Step 7: MSE = 37.64958785739698
Time Step 8: MSE = 49.15761537913075
Time Step 9: MSE = 64.90386998234908
Time Step 10: MSE = 85.34166462243427
Time Step 11: MSE = 111.01046552608771
Time Step 12: MSE = 130.17862980687275
Time Step 13: MSE = 143.39430299924592
Time Step 14: MSE = 292.6438380006062
Time Step 15: MSE = 423.6051365715732
Time Step 16: MSE = 523.1921203771351
Time Step 17: MSE = 614.474299111307
Time Step 18: MSE = 688.9923916029935
Time Step 19: MSE = 753.4639089142094
Time Step 20: MSE = 811.9471787574676
Time Step 21: MSE = 863.9667737774197
Time Step 22: MSE = 904.3629247270841
Time Step 23: MSE = 941.4122993413907
Time Step 24: MSE = 975.2814438858877
Time Step 25: MSE = 1006.8813461530907
Time Step 26: MSE = 1031.224560400959
Time Step 27: MSE = 1051.8131765572523
Time Step 28: MSE = 1061.3049807542939
Time Step 29: MSE = 1065.2113346818217
Time Step 30: MSE = 1067.4697108564042
Time Step 31: MSE = 1070.3000226781046
Time Step 32: MSE = 1071.3734240376207
Time Step 33: MSE = 1070.2061520722705
Time Step 34: MSE = 1069.491381316887
Time Step 35: MSE = 1065.8275235552642
Time Step 36: MSE = 1060.9834781470315
Time Step 37: MSE = 1056.533500907012
Time Step 38: MSE = 1050.2453053370511
Time Step 39: MSE = 1044.069478536476
Time Step 40: MSE = 1037.4445565785184
Time Step 41: MSE = 1031.1542251931373
Time Step 42: MSE = 1023.525728399358
Time Step 43: MSE = 1016.2806435933671
Time Step 44: MSE = 1008.630626804658
Time Step 45: MSE = 1001.2184236510499
Time Step 46: MSE = 992.6978558919529
Time Step 47: MSE = 984.6081117143642
Time Step 48: MSE = 976.2927662387697
Time Step 49: MSE = 967.1163107190491
Time Step 50: MSE = 958.2977641997999
Time Step 51: MSE = 949.3004688664392
Time Step 52: MSE = 940.5361201827243
Time Step 53: MSE = 932.0885086704635
Time Step 54: MSE = 923.0468196327931
Time Step 55: MSE = 914.3606668537701
Time Step 56: MSE = 905.9904291163247
Time Step 57: MSE = 897.3977136453624
Time Step 58: MSE = 888.4938798107387
Time Step 59: MSE = 880.1003587370791
Time Step 60: MSE = 871.9354678148648
Time Step 61: MSE = 864.0282254535069
Time Step 62: MSE = 855.7708532719785
Time Step 63: MSE = 847.4148564609463
Time Step 64: MSE = 839.3542961787755
Time Step 65: MSE = 831.5983495928969
Time Step 66: MSE = 824.0022635846422
Time Step 67: MSE = 816.5449254159818
Time Step 68: MSE = 808.4935772157578
Time Step 69: MSE = 800.618785861616
Time Step 70: MSE = 792.9799648321078
Time Step 71: MSE = 784.84358623904
Time Step 72: MSE = 776.9279558597126
Time Step 73: MSE = 768.568754855353
Time Step 74: MSE = 760.5656572335258
Time Step 75: MSE = 752.2205754075711
Time Step 76: MSE = 744.0346326484388
Time Step 77: MSE = 735.8731126176758
Time Step 78: MSE = 727.8541216828754
Time Step 79: MSE = 719.5950336025443
Time Step 80: MSE = 711.5546157538544
Time Step 81: MSE = 703.5226093293368
Time Step 82: MSE = 695.612226924187
Time Step 83: MSE = 687.9190217505596
Time Step 84: MSE = 680.2310959002359
Time Step 85: MSE = 672.7906932871059
Time Step 86: MSE = 665.4177719171396
Time Step 87: MSE = 658.1960898709858
Time Step 88: MSE = 650.9270619997955
Time Step 89: MSE = 643.9034993330515
Time Step 90: MSE = 636.8455854099179
Time Step 91: MSE = 629.913974900073
Time Step 92: MSE = 623.1536713981651
Time Step 93: MSE = 616.4706494030092
Time Step 94: MSE = 609.9255933853925
Time Step 95: MSE = 603.5058247673066
Time Step 96: MSE = 597.2263236194625
Time Step 97: MSE = 591.0774813862873
Time Step 98: MSE = 585.0773651103012
