Analyzing journey 1 with 203 records
No 'Arrival Time' found for this journey, skipping regression analysis.

=================================

Analyzing journey 2 with 75 records
Arrival Time: 2023-08-13 05:00:03

=== Predicting Time Estimates ===
Model Coefficients: 0.11742035534062786
Model Intercept: -13.228111672763944
Mean Squared Error (MSE): 5.155434468872666
MSE over time (as ship approaches):
Time Step 1: MSE = 0.25022324276741303
Time Step 2: MSE = 0.8750547372703961
Time Step 3: MSE = 1.340843163311849
Time Step 4: MSE = 1.0061234741452236
Time Step 5: MSE = 1.1378740745534617
Time Step 6: MSE = 0.9560536141230683
Time Step 7: MSE = 0.9695383467181099
Time Step 8: MSE = 0.9011126980539291
Time Step 9: MSE = 0.970299465388663
Time Step 10: MSE = 1.661773588321426
Time Step 11: MSE = 2.9196945731221446
Time Step 12: MSE = 2.676429904129783
Time Step 13: MSE = 2.4771252120899296
Time Step 14: MSE = 4.907787093812437
Time Step 15: MSE = 8.416100076119907
Time Step 16: MSE = 7.968612903413662
Time Step 17: MSE = 7.51332982299955
Time Step 18: MSE = 7.1326890744234595
Time Step 19: MSE = 6.780802681659367
Time Step 20: MSE = 6.53183620638268
Time Step 21: MSE = 6.296090199071498
Time Step 22: MSE = 6.037372998822058
Time Step 23: MSE = 5.786275112446422
Time Step 24: MSE = 5.5587197699217095
Time Step 25: MSE = 5.348985019357289
Time Step 26: MSE = 5.145837255556065
Time Step 27: MSE = 4.989942179514822
Time Step 28: MSE = 5.10558058002932
Time Step 29: MSE = 5.0163499214886045
Time Step 30: MSE = 4.934662590877254
Time Step 31: MSE = 4.832543543086939
Time Step 32: MSE = 4.706405838141734
Time Step 33: MSE = 4.564392289659
Time Step 34: MSE = 5.246367733376988
Time Step 35: MSE = 7.391933651259894
Time Step 36: MSE = 7.894327009454482
Time Step 37: MSE = 7.92533595517234
Time Step 38: MSE = 7.915721700417258
Time Step 39: MSE = 7.741240788560624
Time Step 40: MSE = 7.64764762138846
Time Step 41: MSE = 7.473020961571233
Time Step 42: MSE = 7.45261504545952
Time Step 43: MSE = 7.4018227567077775
Time Step 44: MSE = 7.3022224138310605
Time Step 45: MSE = 7.161306807134665
Time Step 46: MSE = 7.075534762735299
Time Step 47: MSE = 6.943800442614383
Time Step 48: MSE = 6.802329994832582
Time Step 49: MSE = 6.663957574353352
Time Step 50: MSE = 6.534157049996896
Time Step 51: MSE = 6.418471581236217
Time Step 52: MSE = 6.312337545104435
Time Step 53: MSE = 6.2286663909260405
Time Step 54: MSE = 6.167375800776568
Time Step 55: MSE = 6.3552806594842925
Time Step 56: MSE = 6.4119922071013145
Time Step 57: MSE = 6.398202944668306
Time Step 58: MSE = 6.332215431597995
Time Step 59: MSE = 6.2310283884222075
Time Step 60: MSE = 6.1278341523209425
Time Step 61: MSE = 6.028692353942143
Time Step 62: MSE = 5.931461174160741
Time Step 63: MSE = 5.8539402605579705
Time Step 64: MSE = 5.763200281789349
Time Step 65: MSE = 5.675482841402874
Time Step 66: MSE = 5.589975253797399
Time Step 67: MSE = 5.511897361545471
Time Step 68: MSE = 5.435533911703264
Time Step 69: MSE = 5.365019074711199
Time Step 70: MSE = 5.297913448459562
Time Step 71: MSE = 5.2526882595088775
Time Step 72: MSE = 5.206261796227995
Time Step 73: MSE = 5.175010548687375
Time Step 74: MSE = 5.155434468872666

=== Predicting Travel Estimates ===
Model Coefficients: 9.263539333515654
Model Intercept: 21.288196299288188
Mean Squared Error (MSE): 471.3171709447377
MSE over time (as ship approaches):
Time Step 1: MSE = 18.40955407523733
Time Step 2: MSE = 90.45411176296395
Time Step 3: MSE = 139.015809109677
Time Step 4: MSE = 105.35714741774751
Time Step 5: MSE = 98.1606620988034
Time Step 6: MSE = 82.96587320942304
Time Step 7: MSE = 99.69982146112314
Time Step 8: MSE = 104.46327902904949
Time Step 9: MSE = 128.20237594627991
Time Step 10: MSE = 220.44233893739005
Time Step 11: MSE = 367.4780779351961
Time Step 12: MSE = 344.35388814890615
Time Step 13: MSE = 333.0630064606446
Time Step 14: MSE = 595.5394411186802
Time Step 15: MSE = 941.420427060736
Time Step 16: MSE = 898.9233260215241
Time Step 17: MSE = 849.9595723526971
Time Step 18: MSE = 808.1753781063658
Time Step 19: MSE = 766.4145907881357
