Analyzing journey 1 with 43 records
Arrival Time: No arrival time
=== Predicting Travel Distance ===
Model Coefficients: [12.94361814]
Model Intercept: -9.845471344964153
Mean Squared Error (MSE): 342.55619888002656
MSE over time (as ship approaches):
Time Step 1: MSE = 193.08548691466868
Time Step 2: MSE = 1408.8970059520461
Time Step 3: MSE = 1781.3503899729942
Time Step 4: MSE = 1726.0409694546113
Time Step 5: MSE = 1519.3817400705452
Time Step 6: MSE = 1335.9463572833704
Time Step 7: MSE = 1154.0629664057935
Time Step 8: MSE = 1015.6581758052339
Time Step 9: MSE = 914.2465487617893
Time Step 10: MSE = 857.2710531025684
Time Step 11: MSE = 850.9988441745398
Time Step 12: MSE = 896.0024399197949
Time Step 13: MSE = 866.0203992622178
Time Step 14: MSE = 828.3702971406368
Time Step 15: MSE = 774.032853822593
Time Step 16: MSE = 725.9609484761329
Time Step 17: MSE = 690.5430657028647
Time Step 18: MSE = 653.6730773672421
Time Step 19: MSE = 644.8686880426321
Time Step 20: MSE = 617.9441759614592
Time Step 21: MSE = 591.6562917199617
Time Step 22: MSE = 564.7631360504697
Time Step 23: MSE = 542.5806042047999
Time Step 24: MSE = 524.2924400641524
Time Step 25: MSE = 515.81687580745
Time Step 26: MSE = 509.09273423066855
Time Step 27: MSE = 505.9967527029223
Time Step 28: MSE = 494.9939513905553
Time Step 29: MSE = 479.11817608764454
Time Step 30: MSE = 464.82374549046534
Time Step 31: MSE = 450.07290356396766
Time Step 32: MSE = 436.1331962640151
Time Step 33: MSE = 424.32988644584003
Time Step 34: MSE = 412.0722461839732
Time Step 35: MSE = 401.2077096299925
Time Step 36: MSE = 390.0632754126792
Time Step 37: MSE = 380.5914661298107
Time Step 38: MSE = 371.7459126671243
Time Step 39: MSE = 363.44711362769283
Time Step 40: MSE = 356.8298548065626
Time Step 41: MSE = 350.01020804033925
Time Step 42: MSE = 344.5294014554512
Time Step 43: MSE = 342.55619888002656

