Analyzing journey 1 with 85 records
Arrival Time: 2023-12-15 19:07:48
=== Predicting Travel Distance ===
Model Coefficients: [11.72199785]
Model Intercept: -37.014130299001636
Mean Squared Error (MSE): 319.0617634763697
MSE over time (as ship approaches):
Time Step 1: MSE = 369.6062108919398
Time Step 2: MSE = 559.4409105722233
Time Step 3: MSE = 573.3486414499183
Time Step 4: MSE = 439.8694502207204
Time Step 5: MSE = 401.3886551788575
Time Step 6: MSE = 365.2593085522417
Time Step 7: MSE = 455.7384057924247
Time Step 8: MSE = 476.97002106061353
Time Step 9: MSE = 540.8283431377586
Time Step 10: MSE = 505.185456765445
Time Step 11: MSE = 459.35062599027276
Time Step 12: MSE = 428.81928227770277
Time Step 13: MSE = 406.22710796065405
Time Step 14: MSE = 377.27552013277784
Time Step 15: MSE = 355.6374149372879
Time Step 16: MSE = 342.26374101130676
Time Step 17: MSE = 322.13324278301224
Time Step 18: MSE = 310.4952708982338
Time Step 19: MSE = 294.16846023079194
Time Step 20: MSE = 279.5009866475697
Time Step 21: MSE = 280.74416896305877
Time Step 22: MSE = 295.50331256962914
Time Step 23: MSE = 304.265662112683
Time Step 24: MSE = 300.38546260089134
Time Step 25: MSE = 292.86809135732915
Time Step 26: MSE = 291.1399618355773
Time Step 27: MSE = 300.30696639828574
Time Step 28: MSE = 298.88411699226134
Time Step 29: MSE = 298.6813647651171
Time Step 30: MSE = 288.78170122804227
Time Step 31: MSE = 289.30714140367587
Time Step 32: MSE = 289.02978781821173
Time Step 33: MSE = 284.54451838040325
Time Step 34: MSE = 279.2508006800672
Time Step 35: MSE = 273.3561624689292
Time Step 36: MSE = 270.35109354279325
Time Step 37: MSE = 263.1978602306177
Time Step 38: MSE = 256.7025448325171
Time Step 39: MSE = 253.68315494352274
Time Step 40: MSE = 248.55250409766626
Time Step 41: MSE = 242.53147206505744
Time Step 42: MSE = 237.62908434943455
Time Step 43: MSE = 235.05263822075585
Time Step 44: MSE = 231.63094483014086
Time Step 45: MSE = 226.50274788340158
Time Step 46: MSE = 224.68076201014122
Time Step 47: MSE = 222.1286858594387
Time Step 48: MSE = 221.71241046565333
Time Step 49: MSE = 221.85809281796924
Time Step 50: MSE = 225.25129183860932
Time Step 51: MSE = 223.9276723574336
Time Step 52: MSE = 220.6108381458426
Time Step 53: MSE = 216.44839041163905
Time Step 54: MSE = 213.61867816778354
Time Step 55: MSE = 213.37230565126563
Time Step 56: MSE = 214.7465817363425
Time Step 57: MSE = 215.0223271456922
Time Step 58: MSE = 218.64148724433824
Time Step 59: MSE = 220.25338381207035
Time Step 60: MSE = 220.31700575744267
Time Step 61: MSE = 230.0423773943677
Time Step 62: MSE = 248.50899672799858
Time Step 63: MSE = 264.487107541679
Time Step 64: MSE = 273.5217745450624
Time Step 65: MSE = 278.8668141510969
Time Step 66: MSE = 280.90412680184
Time Step 67: MSE = 281.2696746775743
Time Step 68: MSE = 279.02494136810355
Time Step 69: MSE = 276.82518159409256
Time Step 70: MSE = 273.3123659226871
Time Step 71: MSE = 269.6852004111342
Time Step 72: MSE = 267.28779727658946
Time Step 73: MSE = 263.65621224501734
Time Step 74: MSE = 260.303545137826
Time Step 75: MSE = 257.79918111011204
Time Step 76: MSE = 254.8791990060619
Time Step 77: MSE = 253.08252227459917
Time Step 78: MSE = 251.4652912304815
Time Step 79: MSE = 251.62850958793555
Time Step 80: MSE = 254.49452457179933
Time Step 81: MSE = 264.89384384546355
Time Step 82: MSE = 282.9809556553944
Time Step 83: MSE = 301.0885382173589
Time Step 84: MSE = 319.0617634763697

