Analyzing journey 1 with 415 records
Arrival Time: No arrival time
=== Predicting Travel Distance ===
Model Coefficients: [10.71610062]
Model Intercept: 48.639790200376865
Mean Squared Error (MSE): 16084.100918355127
MSE over time (as ship approaches):
Time Step 1: MSE = 212199.44171566647
Time Step 2: MSE = 207880.8163880423
Time Step 3: MSE = 209170.32122594918
Time Step 4: MSE = 206869.85288280295
Time Step 5: MSE = 199401.03029645057
Time Step 6: MSE = 195581.2052970474
Time Step 7: MSE = 192898.68182423012
Time Step 8: MSE = 188206.08943311902
Time Step 9: MSE = 184582.35419143003
Time Step 10: MSE = 181456.91831206574
Time Step 11: MSE = 177522.99472084132
Time Step 12: MSE = 171248.8345833773
Time Step 13: MSE = 163196.63190782833
Time Step 14: MSE = 154258.0778509458
Time Step 15: MSE = 145382.09041220427
Time Step 16: MSE = 136709.01532124198
Time Step 17: MSE = 128833.92303873747
Time Step 18: MSE = 121788.78721903947
Time Step 19: MSE = 115994.75493132195
Time Step 20: MSE = 111421.74299034834
Time Step 21: MSE = 107144.73814999122
Time Step 22: MSE = 103212.77689121026
Time Step 23: MSE = 99502.13848312323
Time Step 24: MSE = 96046.43909902692
Time Step 25: MSE = 92814.62079927805
Time Step 26: MSE = 89785.08763656199
Time Step 27: MSE = 86755.18613043228
Time Step 28: MSE = 83978.41535167306
Time Step 29: MSE = 81489.82207907576
Time Step 30: MSE = 79256.95573920546
Time Step 31: MSE = 77389.44780413843
Time Step 32: MSE = 75631.99330954679
Time Step 33: MSE = 74110.3101974381
Time Step 34: MSE = 72803.87332088835
Time Step 35: MSE = 71657.11790664554
Time Step 36: MSE = 70704.62416132347
Time Step 37: MSE = 69537.46180891762
Time Step 38: MSE = 68127.41035614586
Time Step 39: MSE = 66727.97911954911
Time Step 40: MSE = 65328.539597791314
Time Step 41: MSE = 64042.93716719538
Time Step 42: MSE = 62871.844391810206
Time Step 43: MSE = 61814.093571469326
Time Step 44: MSE = 60773.4727195196
Time Step 45: MSE = 59827.380456349085
Time Step 46: MSE = 58973.770257350916
Time Step 47: MSE = 58235.01235075288
Time Step 48: MSE = 57590.53836565554
Time Step 49: MSE = 56892.73122950829
Time Step 50: MSE = 56181.47961243971
Time Step 51: MSE = 55475.857832760805
Time Step 52: MSE = 54736.287910893996
Time Step 53: MSE = 54025.81432964358
Time Step 54: MSE = 53335.13472006807
Time Step 55: MSE = 52682.89705726454
Time Step 56: MSE = 52096.19371488934
Time Step 57: MSE = 51543.08565125186
Time Step 58: MSE = 50952.94500421768
Time Step 59: MSE = 50314.10077763433
Time Step 60: MSE = 49673.5861433195
Time Step 61: MSE = 49100.17396397043
Time Step 62: MSE = 48538.69932905018
Time Step 63: MSE = 48070.083290728064
Time Step 64: MSE = 47660.20962546486
Time Step 65: MSE = 47240.47621023163
Time Step 66: MSE = 46877.14415377183
Time Step 67: MSE = 46581.83891566573
Time Step 68: MSE = 46339.511411450185
Time Step 69: MSE = 46122.11144838647
Time Step 70: MSE = 45955.991449465415
Time Step 71: MSE = 45792.58125146115
Time Step 72: MSE = 45645.81645606999
Time Step 73: MSE = 45441.586216490294
Time Step 74: MSE = 45222.656757049706
Time Step 75: MSE = 45006.498728460654
Time Step 76: MSE = 44710.86871257457
Time Step 77: MSE = 44415.91980315188
Time Step 78: MSE = 44118.02023136952
Time Step 79: MSE = 43769.28954918858
Time Step 80: MSE = 43449.548531828754
Time Step 81: MSE = 43150.25027390557
Time Step 82: MSE = 42810.456999678034
Time Step 83: MSE = 42510.61859423117
Time Step 84: MSE = 42217.86160079025
Time Step 85: MSE = 41927.46270469985
Time Step 86: MSE = 41631.42180687066
Time Step 87: MSE = 41361.973130527
Time Step 88: MSE = 41119.393715143546
Time Step 89: MSE = 40903.34678866491
Time Step 90: MSE = 40510.1664241469
Time Step 91: MSE = 40070.54009702648
Time Step 92: MSE = 39659.7384768508
Time Step 93: MSE = 39330.291365068086
Time Step 94: MSE = 39094.69394732515
Time Step 95: MSE = 38974.31737473813
Time Step 96: MSE = 39206.35359624528
Time Step 97: MSE = 39357.54231965999
Time Step 98: MSE = 39462.73691228895
Time Step 99: MSE = 39561.11885794388
Time Step 100: MSE = 39600.46651089808
Time Step 101: MSE = 39638.941427478494
Time Step 102: MSE = 39558.73185962644
Time Step 103: MSE = 39449.22632973196
Time Step 104: MSE = 39359.579147751145
Time Step 105: MSE = 39277.434738993856
Time Step 106: MSE = 39165.48288649985
Time Step 107: MSE = 39075.960489965604
Time Step 108: MSE = 39022.930744224024
Time Step 109: MSE = 38970.1483476165
Time Step 110: MSE = 38911.43061647759
Time Step 111: MSE = 38855.96091819458
Time Step 112: MSE = 38824.11637862679
Time Step 113: MSE = 38836.917153505434
Time Step 114: MSE = 38849.07778345031
Time Step 115: MSE = 38885.37722538732
Time Step 116: MSE = 38896.19579418556
Time Step 117: MSE = 38872.07621505305
Time Step 118: MSE = 38872.49634027304
Time Step 119: MSE = 38831.25134076495
Time Step 120: MSE = 38735.01643176085
Time Step 121: MSE = 38608.65536448256
Time Step 122: MSE = 38492.28723357239
Time Step 123: MSE = 38356.12291106385
Time Step 124: MSE = 38191.27138223088
Time Step 125: MSE = 38011.802257627074
Time Step 126: MSE = 37827.687416547444
Time Step 127: MSE = 37654.478565615376
Time Step 128: MSE = 37484.139672021774
Time Step 129: MSE = 37294.27463748598
Time Step 130: MSE = 37083.570896731806
Time Step 131: MSE = 36910.37139422545
Time Step 132: MSE = 36743.811691863324
Time Step 133: MSE = 36580.89390593188
Time Step 134: MSE = 36439.755973875755
Time Step 135: MSE = 36307.864377290905
Time Step 136: MSE = 36182.51171362901
Time Step 137: MSE = 36095.866284730306
Time Step 138: MSE = 36037.641367982105
Time Step 139: MSE = 35989.41828927072
Time Step 140: MSE = 35935.72230974304
Time Step 141: MSE = 35876.48295605563
Time Step 142: MSE = 35808.096874452225
Time Step 143: MSE = 35711.91826932744
Time Step 144: MSE = 35614.248261572866
Time Step 145: MSE = 35504.41325137588
Time Step 146: MSE = 35370.44045633893
Time Step 147: MSE = 35235.779515258255
Time Step 148: MSE = 35136.21788829564
Time Step 149: MSE = 35032.17228028327
Time Step 150: MSE = 34913.43511717648
Time Step 151: MSE = 34784.49932509092
Time Step 152: MSE = 34643.67920149349
Time Step 153: MSE = 34482.97666077497
Time Step 154: MSE = 34339.62240769826
Time Step 155: MSE = 34235.21711563291
Time Step 156: MSE = 34158.49358836072
Time Step 157: MSE = 34030.28719554146
Time Step 158: MSE = 33880.63591843925
Time Step 159: MSE = 33730.29145577263
Time Step 160: MSE = 33571.234687592616
Time Step 161: MSE = 33419.34514220566
Time Step 162: MSE = 33271.04026366532
Time Step 163: MSE = 33139.13346855838
Time Step 164: MSE = 33002.91254981371
Time Step 165: MSE = 32883.38716258883
Time Step 166: MSE = 32760.730154415294
Time Step 167: MSE = 32629.230037706297
Time Step 168: MSE = 32503.753573446356
Time Step 169: MSE = 32368.9864346868
Time Step 170: MSE = 32258.79289890703
Time Step 171: MSE = 32166.53249341573
Time Step 172: MSE = 32053.631737262964
Time Step 173: MSE = 31940.836943680166
Time Step 174: MSE = 31838.21137009193
Time Step 175: MSE = 31684.947434951147
Time Step 176: MSE = 31516.981627665522
Time Step 177: MSE = 31346.22273207728
Time Step 178: MSE = 31187.287476903268
Time Step 179: MSE = 31032.285172453827
Time Step 180: MSE = 30877.118333617775
Time Step 181: MSE = 30721.195441304943
Time Step 182: MSE = 30572.29606002949
Time Step 183: MSE = 30413.983541601745
Time Step 184: MSE = 30248.772167616044
Time Step 185: MSE = 30103.174979480762
Time Step 186: MSE = 29958.44460260595
Time Step 187: MSE = 29810.96259301686
Time Step 188: MSE = 29667.4112202001
Time Step 189: MSE = 29524.355052284343
Time Step 190: MSE = 29377.756625758004
Time Step 191: MSE = 29231.38870919557
Time Step 192: MSE = 29084.573979168432
Time Step 193: MSE = 28936.47607683204
Time Step 194: MSE = 28788.632231657954
Time Step 195: MSE = 28645.04594383856
Time Step 196: MSE = 28502.960041236725
Time Step 197: MSE = 28361.91105656547
Time Step 198: MSE = 28223.107279457483
Time Step 199: MSE = 28087.13236951461
Time Step 200: MSE = 27954.69992523823
Time Step 201: MSE = 27822.93446419177
Time Step 202: MSE = 27690.328782448043
Time Step 203: MSE = 27560.951174781054
Time Step 204: MSE = 27430.953431516366
Time Step 205: MSE = 27303.746744572076
Time Step 206: MSE = 27178.385790392564
Time Step 207: MSE = 27055.293103118143
Time Step 208: MSE = 26932.66423176213
Time Step 209: MSE = 26809.494489420733
Time Step 210: MSE = 26690.43357530003
Time Step 211: MSE = 26573.251259072535
Time Step 212: MSE = 26456.702912835382
Time Step 213: MSE = 26343.0968422531
Time Step 214: MSE = 26231.900193224854
Time Step 215: MSE = 26114.609151742923
Time Step 216: MSE = 25997.2291095887
Time Step 217: MSE = 25879.761049327815
Time Step 218: MSE = 25762.122509642293
Time Step 219: MSE = 25644.942387456933
Time Step 220: MSE = 25528.39623595228
Time Step 221: MSE = 25416.78043924343
Time Step 222: MSE = 25311.75051138604
Time Step 223: MSE = 25208.59575259318
Time Step 224: MSE = 25109.883225156827
Time Step 225: MSE = 25011.1883866617
Time Step 226: MSE = 24909.251624416873
Time Step 227: MSE = 24804.71523119387
Time Step 228: MSE = 24695.923331997652
Time Step 229: MSE = 24588.12594446997
Time Step 230: MSE = 24481.913002361616
Time Step 231: MSE = 24379.349613276445
Time Step 232: MSE = 24276.970650796244
Time Step 233: MSE = 24182.912671669023
Time Step 234: MSE = 24087.121284028955
Time Step 235: MSE = 23990.995469693837
Time Step 236: MSE = 23890.130223128148
Time Step 237: MSE = 23789.385682019063
Time Step 238: MSE = 23689.609044874276
Time Step 239: MSE = 23591.033380298326
Time Step 240: MSE = 23493.78476362619
Time Step 241: MSE = 23400.958446827222
Time Step 242: MSE = 23310.57592346845
Time Step 243: MSE = 23221.239076097518
Time Step 244: MSE = 23129.839737192593
Time Step 245: MSE = 23036.906128819795
Time Step 246: MSE = 22943.838398356227
Time Step 247: MSE = 22850.952557004388
Time Step 248: MSE = 22758.84150701818
