Analyzing journey 1 with 55 records
Arrival Time: 2023-11-13 04:03:26

=== Predicting Time Estimates ===
Model Coefficients: 0.08894495609875507
Model Intercept: 3.3229535107178876
Mean Squared Error (MSE): 103.71212504585336
MSE over time (as ship approaches):
Time Step 1: MSE = 2375.943497433086
Time Step 2: MSE = 1735.584362121284
Time Step 3: MSE = 1329.2905393584967
Time Step 4: MSE = 1059.3798399037767
Time Step 5: MSE = 852.802680533661
Time Step 6: MSE = 736.9746990112912
Time Step 7: MSE = 653.4645162584696
Time Step 8: MSE = 587.1322542716324
Time Step 9: MSE = 534.4883586030849
Time Step 10: MSE = 491.13922163535165
Time Step 11: MSE = 453.16037373407266
Time Step 12: MSE = 423.09356853257594
Time Step 13: MSE = 395.6614907885188
Time Step 14: MSE = 369.92877859296226
Time Step 15: MSE = 347.04817850032435
Time Step 16: MSE = 327.752190086774
Time Step 17: MSE = 309.1476361298294
Time Step 18: MSE = 292.7574395624192
Time Step 19: MSE = 278.339365140825
Time Step 20: MSE = 265.63703021882395
Time Step 21: MSE = 254.27877429878876
Time Step 22: MSE = 244.40013474597166
Time Step 23: MSE = 235.05394490741682
Time Step 24: MSE = 225.90833396928167
Time Step 25: MSE = 217.37674018670594
Time Step 26: MSE = 209.30215124013563
Time Step 27: MSE = 201.7203146387746
Time Step 28: MSE = 194.56880406169043
Time Step 29: MSE = 188.02820724962302
Time Step 30: MSE = 182.08449254720014
Time Step 31: MSE = 176.37834834744416
Time Step 32: MSE = 170.96258418037633
Time Step 33: MSE = 165.9388779869935
Time Step 34: MSE = 161.08867028642692
Time Step 35: MSE = 156.61634011593418
Time Step 36: MSE = 152.32886814021847
Time Step 37: MSE = 148.22826007538524
Time Step 38: MSE = 144.32913375798364
Time Step 39: MSE = 140.63746551949072
Time Step 40: MSE = 137.1484878355999
Time Step 41: MSE = 133.81562539756527
Time Step 42: MSE = 130.6298396395219
Time Step 43: MSE = 127.6131154629185
Time Step 44: MSE = 124.80388137267506
Time Step 45: MSE = 122.15856558160985
Time Step 46: MSE = 119.59946432744574
Time Step 47: MSE = 117.21231728416318
Time Step 48: MSE = 115.00636130968576
Time Step 49: MSE = 112.88828233235664
Time Step 50: MSE = 110.88410565008428
Time Step 51: MSE = 109.00604292957495
Time Step 52: MSE = 107.17953679121239
Time Step 53: MSE = 105.44861457694832
Time Step 54: MSE = 103.71212504585336

=== Predicting Travel Estimates ===
Model Coefficients: 9.240568689649535
Model Intercept: 49.77513772823272
Mean Squared Error (MSE): 10811.717600371045
MSE over time (as ship approaches):
Time Step 1: MSE = 271418.85019190185
Time Step 2: MSE = 205815.11134848697
Time Step 3: MSE = 163098.9388022831
Time Step 4: MSE = 133842.0257745489
Time Step 5: MSE = 107147.8063487235
Time Step 6: MSE = 89694.40290194954
Time Step 7: MSE = 77222.7172241875
Time Step 8: MSE = 67784.52762261262
Time Step 9: MSE = 60422.99232346538
Time Step 10: MSE = 54507.662342591386
Time Step 11: MSE = 49612.964805787546
Time Step 12: MSE = 45592.65029839235
Time Step 13: MSE = 42162.40464946519
Time Step 14: MSE = 39191.72685177836
Time Step 15: MSE = 36614.20258758592
Time Step 16: MSE = 34396.2171680266
Time Step 17: MSE = 32384.603867797676
Time Step 18: MSE = 30607.206561638814
Time Step 19: MSE = 29032.171171212784
Time Step 20: MSE = 27633.045755233663
Time Step 21: MSE = 26375.115731733018
Time Step 22: MSE = 25267.17506145834
Time Step 23: MSE = 24250.60697164619
Time Step 24: MSE = 23289.483699588945
Time Step 25: MSE = 22401.224015273987
Time Step 26: MSE = 21567.39476208785
Time Step 27: MSE = 20788.709387843697
Time Step 28: MSE = 20055.5980406989
Time Step 29: MSE = 19388.309471035962
Time Step 30: MSE = 18782.643660589347
Time Step 31: MSE = 18203.504177759918
Time Step 32: MSE = 17656.23739258543
Time Step 33: MSE = 17125.06168695949
Time Step 34: MSE = 16621.736286235362
Time Step 35: MSE = 16147.108612773234
Time Step 36: MSE = 15699.146629197627
Time Step 37: MSE = 15278.909668440336
Time Step 38: MSE = 14885.229082172847
Time Step 39: MSE = 14521.794878175808
Time Step 40: MSE = 14184.009010044963
Time Step 41: MSE = 13865.957989915118
Time Step 42: MSE = 13558.811879895622
Time Step 43: MSE = 13259.631503625284
Time Step 44: MSE = 12969.844649374363
Time Step 45: MSE = 12695.189724999356
Time Step 46: MSE = 12439.37451057519
Time Step 47: MSE = 12194.320354829548
Time Step 48: MSE = 11959.560439513829
Time Step 49: MSE = 11741.957361807134
Time Step 50: MSE = 11534.964773350763
Time Step 51: MSE = 11338.38858446551
Time Step 52: MSE = 11153.171902832324
Time Step 53: MSE = 10973.771182265524
Time Step 54: MSE = 10811.717600371045

=================================

