Analyzing journey 1 with 55 records
Arrival Time: 2023-10-30 09:19:44
=== Predicting Time Estimates ===
Model Coefficients: 0.0925931327692162
Model Intercept: 1.6852427442741416
Mean Squared Error (MSE): 2.1761462471406694
MSE over time (as ship approaches):
Time Step 1: MSE = 0.36847846595266837
Time Step 2: MSE = 0.8289859465482193
Time Step 3: MSE = 0.7564039674691442
Time Step 4: MSE = 0.6571056801232581
Time Step 5: MSE = 0.5542147600335685
Time Step 6: MSE = 0.47372494482852895
Time Step 7: MSE = 0.5499048529651863
Time Step 8: MSE = 0.621473097060734
Time Step 9: MSE = 0.8240523289465335
Time Step 10: MSE = 0.8839313530723304
Time Step 11: MSE = 0.994545375051037
Time Step 12: MSE = 1.1729672233847899
Time Step 13: MSE = 1.361865914060426
Time Step 14: MSE = 1.2765340625484372
Time Step 15: MSE = 1.1919389357255195
Time Step 16: MSE = 1.1487684042579618
Time Step 17: MSE = 1.336384356917309
Time Step 18: MSE = 1.504978046729298
Time Step 19: MSE = 1.8035731823040702
Time Step 20: MSE = 1.8746073292991254
Time Step 21: MSE = 1.8657364101225684
Time Step 22: MSE = 1.8716636481250737
Time Step 23: MSE = 1.827560752024553
Time Step 24: MSE = 1.7613958065083803
Time Step 25: MSE = 1.6919865376219199
Time Step 26: MSE = 1.627522010146903
Time Step 27: MSE = 1.5714195535336646
Time Step 28: MSE = 1.539482878787407
Time Step 29: MSE = 1.5162963610500295
Time Step 30: MSE = 1.500184549305079
Time Step 31: MSE = 1.453844070073861
Time Step 32: MSE = 1.4084181118613859
Time Step 33: MSE = 1.3806667363110723
Time Step 34: MSE = 1.4026591194176665
Time Step 35: MSE = 1.515157014454973
Time Step 36: MSE = 1.8080687249298566
Time Step 37: MSE = 2.139257281931897
Time Step 38: MSE = 2.3372066991099616
Time Step 39: MSE = 2.422735753538038
Time Step 40: MSE = 2.434604923161541
Time Step 41: MSE = 2.418507755719425
Time Step 42: MSE = 2.373740747858982
Time Step 43: MSE = 2.32409444151298
Time Step 44: MSE = 2.2737365314026374
Time Step 45: MSE = 2.227360826250052
Time Step 46: MSE = 2.182664882980024
Time Step 47: MSE = 2.1375593697140776
Time Step 48: MSE = 2.104206535034068
Time Step 49: MSE = 2.0750767485895456
Time Step 50: MSE = 2.0686928228076167
Time Step 51: MSE = 2.0792822076348827
Time Step 52: MSE = 2.0950330459216366
Time Step 53: MSE = 2.123630888832424
Time Step 54: MSE = 2.1761462471406694

