Analyzing journey 2 with 129 records
Arrival Time: 2023-06-18 17:55:16
=== Predicting Time Estimates ===
Model Coefficients: 0.133056100912656
Model Intercept: 1.5718053170021449
Mean Squared Error (MSE): 10.237077595630634
MSE over time (as ship approaches):
Time Step 1: MSE = 0.7970732502521373
Time Step 2: MSE = 0.43530318423537423
Time Step 3: MSE = 1.078029125326837
Time Step 4: MSE = 1.0162242075993886
Time Step 5: MSE = 0.9057887019779944
Time Step 6: MSE = 0.8139785827068075
Time Step 7: MSE = 1.1616559365050496
Time Step 8: MSE = 1.639141933220131
Time Step 9: MSE = 2.6867797270101352
Time Step 10: MSE = 3.6611577521183647
Time Step 11: MSE = 4.249876097684701
Time Step 12: MSE = 4.655554805701377
Time Step 13: MSE = 4.92463012635481
Time Step 14: MSE = 5.180456212174184
Time Step 15: MSE = 5.374197706460783
Time Step 16: MSE = 5.754616475670911
Time Step 17: MSE = 6.133768180882965
Time Step 18: MSE = 6.325593622999244
Time Step 19: MSE = 6.662681798607625
Time Step 20: MSE = 8.091200699526576
Time Step 21: MSE = 9.183786985281
Time Step 22: MSE = 10.479251677382798
Time Step 23: MSE = 11.586664140364588
Time Step 24: MSE = 12.1995916946488
Time Step 25: MSE = 13.014391046591541
Time Step 26: MSE = 13.75430839982745
Time Step 27: MSE = 13.380296868654627
Time Step 28: MSE = 13.031296272534707
Time Step 29: MSE = 12.699688230760682
Time Step 30: MSE = 12.29445960370199
Time Step 31: MSE = 11.897994848439229
Time Step 32: MSE = 11.564006190777622
Time Step 33: MSE = 11.35495523262728
Time Step 34: MSE = 11.21476595975013
Time Step 35: MSE = 11.049802958129172
Time Step 36: MSE = 10.898755251385742
Time Step 37: MSE = 10.772534721422115
Time Step 38: MSE = 10.654717248795157
Time Step 39: MSE = 10.521479599038688
Time Step 40: MSE = 10.414564041950522
Time Step 41: MSE = 10.285797039856513
Time Step 42: MSE = 10.144285909142985
Time Step 43: MSE = 10.035221692579112
Time Step 44: MSE = 9.913788573090546
Time Step 45: MSE = 9.7838415706246
Time Step 46: MSE = 9.685809081823326
Time Step 47: MSE = 9.573347133143269
Time Step 48: MSE = 9.480810360273987
Time Step 49: MSE = 9.376106147654198
Time Step 50: MSE = 9.263124027316682
Time Step 51: MSE = 9.149306020386346
Time Step 52: MSE = 9.052206462366287
Time Step 53: MSE = 8.924640712235705
Time Step 54: MSE = 8.784935630014916
Time Step 55: MSE = 8.633446885018913
Time Step 56: MSE = 8.479281468095648
Time Step 57: MSE = 8.330854090934999
Time Step 58: MSE = 8.193660245263711
