Analyzing journey 2 with 106 records
Arrival Time: No arrival time
=== Predicting Time Estimates ===
Model Coefficients: 0.08335873435162873
Model Intercept: 17.88167329371322
Mean Squared Error (MSE): 287.2368385546372
MSE over time (as ship approaches):
Time Step 1: MSE = 435.6839570172484
Time Step 2: MSE = 414.1793402982613
Time Step 3: MSE = 392.0397924386353
Time Step 4: MSE = 317.6978460896766
Time Step 5: MSE = 264.6115192095832
Time Step 6: MSE = 223.76317033522173
Time Step 7: MSE = 194.8423885867046
Time Step 8: MSE = 171.30605970154497
Time Step 9: MSE = 152.2752288272545
Time Step 10: MSE = 137.04898351957178
Time Step 11: MSE = 223.32667285962845
Time Step 12: MSE = 295.47745001727736
Time Step 13: MSE = 350.99505311537746
Time Step 14: MSE = 391.6481117087902
Time Step 15: MSE = 420.43074498039243
Time Step 16: MSE = 438.0725982147298
Time Step 17: MSE = 442.0124219050524
Time Step 18: MSE = 434.60019817845085
Time Step 19: MSE = 421.03173436242054
Time Step 20: MSE = 406.03921315433655
Time Step 21: MSE = 386.85486715971103
Time Step 22: MSE = 370.46887338084326
Time Step 23: MSE = 358.48615515622606
Time Step 24: MSE = 357.74636539868425
Time Step 25: MSE = 360.9493139974773
Time Step 26: MSE = 369.8386145568129
Time Step 27: MSE = 388.6916729183416
Time Step 28: MSE = 409.5717918608596
Time Step 29: MSE = 428.38599769088904
Time Step 30: MSE = 442.69641776303484
Time Step 31: MSE = 450.23587413450383
Time Step 32: MSE = 450.10999409723263
Time Step 33: MSE = 447.09860501876335
Time Step 34: MSE = 440.37348860679475
Time Step 35: MSE = 433.39476478055195
Time Step 36: MSE = 425.1143527304103
Time Step 37: MSE = 416.76493324493657
Time Step 38: MSE = 405.9965417821906
Time Step 39: MSE = 395.5942919350285
Time Step 40: MSE = 386.2633251519205
Time Step 41: MSE = 379.34540312501684
Time Step 42: MSE = 373.2222588717298
Time Step 43: MSE = 371.6971941077259
Time Step 44: MSE = 369.3328414199046
Time Step 45: MSE = 365.6455602418393
Time Step 46: MSE = 360.636961618905
Time Step 47: MSE = 354.98827322308136
Time Step 48: MSE = 349.58782464632577
Time Step 49: MSE = 344.3524280532089
Time Step 50: MSE = 338.96260880225634
Time Step 51: MSE = 333.4075407848317
Time Step 52: MSE = 328.71773284856414
Time Step 53: MSE = 324.6393079095101
Time Step 54: MSE = 321.1384582617269
Time Step 55: MSE = 318.5322128511798
Time Step 56: MSE = 316.2689537825211
Time Step 57: MSE = 315.6860972521837
Time Step 58: MSE = 315.80811624938354
Time Step 59: MSE = 317.2400990696862
Time Step 60: MSE = 320.05496891382774
Time Step 61: MSE = 322.8004292197105
Time Step 62: MSE = 325.2249142259155
Time Step 63: MSE = 327.7920428441774
Time Step 64: MSE = 331.09204221305754
Time Step 65: MSE = 334.66194689827995
Time Step 66: MSE = 339.0448304819104
Time Step 67: MSE = 343.19996724278957
Time Step 68: MSE = 346.57295042256993
Time Step 69: MSE = 347.4792216294238
Time Step 70: MSE = 347.5480355647082
Time Step 71: MSE = 346.9564372608266
Time Step 72: MSE = 346.0035010766444
Time Step 73: MSE = 343.78002566137195
Time Step 74: MSE = 340.340158778543
Time Step 75: MSE = 336.43870301699405
Time Step 76: MSE = 332.29161343138406
Time Step 77: MSE = 327.97867514898655
Time Step 78: MSE = 323.8195789011104
Time Step 79: MSE = 319.7845039853716
Time Step 80: MSE = 315.83275984063164
Time Step 81: MSE = 312.0907860602557
Time Step 82: MSE = 308.5802826615302
Time Step 83: MSE = 305.5310888179762
Time Step 84: MSE = 303.1715543832393
Time Step 85: MSE = 301.3484982786175
Time Step 86: MSE = 300.50313440883514
Time Step 87: MSE = 300.22554443802414
Time Step 88: MSE = 300.2043050018132
Time Step 89: MSE = 299.8809309969238
Time Step 90: MSE = 300.4856072111661
Time Step 91: MSE = 300.60788741755545
Time Step 92: MSE = 299.75847641179195
Time Step 93: MSE = 298.36211603519814
Time Step 94: MSE = 296.6373119295401
Time Step 95: MSE = 294.7542196910687
Time Step 96: MSE = 292.85408514121303
Time Step 97: MSE = 291.16113205787167
Time Step 98: MSE = 289.69214691794144
Time Step 99: MSE = 288.87029873265476
Time Step 100: MSE = 288.4622698194934
Time Step 101: MSE = 288.41038539692954
Time Step 102: MSE = 289.1313960844653
Time Step 103: MSE = 289.73744660473943
Time Step 104: MSE = 289.9022414710082
Time Step 105: MSE = 289.7874494689112
Time Step 106: MSE = 287.2368385546372

