Analyzing journey 1 with 278 records
No 'Arrival Time' found for this journey, skipping regression analysis.

=================================

Analyzing journey 2 with 1 records
Arrival Time: 2023-07-01 04:23:25

No 'Underway' records found for this journey, skipping regression analysis.

=================================

Analyzing journey 3 with 449 records
Arrival Time: 2023-07-27 11:27:35

=== Predicting Time Estimates ===
Model Coefficients: 0.09702640560177594
Model Intercept: 18.391011710823904
Mean Squared Error (MSE): 250.98729151077768
MSE over time (as ship approaches):
Time Step 1: MSE = 41.62490801652247
Time Step 2: MSE = 36.87852388719193
Time Step 3: MSE = 34.94083451526283
Time Step 4: MSE = 36.898051995227334
Time Step 5: MSE = 34.21888909746251
Time Step 6: MSE = 36.499717240070474
Time Step 7: MSE = 48.89853339782257
Time Step 8: MSE = 61.294230029521955
Time Step 9: MSE = 78.15793628547422
Time Step 10: MSE = 99.89446013120362
Time Step 11: MSE = 124.58305060917395
Time Step 12: MSE = 142.90789910296556
Time Step 13: MSE = 155.39436985974965
Time Step 14: MSE = 284.6060524773615
Time Step 15: MSE = 398.1217302552313
Time Step 16: MSE = 483.50202348038295
Time Step 17: MSE = 562.0458084390625
Time Step 18: MSE = 625.6982434627121
Time Step 19: MSE = 680.6059514611328
Time Step 20: MSE = 730.4514514401847
Time Step 21: MSE = 774.7150936970069
Time Step 22: MSE = 808.5605395914309
Time Step 23: MSE = 839.6174006146013
Time Step 24: MSE = 867.999800240374
Time Step 25: MSE = 894.5215998031318
Time Step 26: MSE = 914.5415012193943
Time Step 27: MSE = 931.2668464156849
Time Step 28: MSE = 948.2203387528691
Time Step 29: MSE = 958.9215668132827
Time Step 30: MSE = 967.4797763534874
Time Step 31: MSE = 976.2290876853446
Time Step 32: MSE = 982.8083257568604
Time Step 33: MSE = 986.7385136765334
Time Step 34: MSE = 990.8358321065789
Time Step 35: MSE = 991.6047920076692
Time Step 36: MSE = 990.8965155843684
Time Step 37: MSE = 990.3641710262291
Time Step 38: MSE = 987.7104622484115
Time Step 39: MSE = 984.9736666322168
Time Step 40: MSE = 981.587155796866
Time Step 41: MSE = 978.3777694502746
Time Step 42: MSE = 973.6173680153883
Time Step 43: MSE = 969.1083089142776
Time Step 44: MSE = 964.039490044946
Time Step 45: MSE = 959.0888814113611
Time Step 46: MSE = 952.8595042231638
Time Step 47: MSE = 946.9669043689361
Time Step 48: MSE = 940.7323374822723
Time Step 49: MSE = 933.4934693844883
Time Step 50: MSE = 926.5345046504143
Time Step 51: MSE = 919.2985489110768
Time Step 52: MSE = 912.2213830282958
Time Step 53: MSE = 905.3964909828501
Time Step 54: MSE = 897.869172130586
Time Step 55: MSE = 890.6439314659049
Time Step 56: MSE = 883.6827728654899
Time Step 57: MSE = 876.421567063438
Time Step 58: MSE = 868.7684032979149
Time Step 59: MSE = 861.5967093832708
Time Step 60: MSE = 854.6096125530897
Time Step 61: MSE = 847.8408969560944
Time Step 62: MSE = 840.6479904768967
Time Step 63: MSE = 832.8893661203851
Time Step 64: MSE = 825.4086617580562
Time Step 65: MSE = 818.2166201309511
Time Step 66: MSE = 811.1648374298899
Time Step 67: MSE = 804.2325876413096
Time Step 68: MSE = 796.6669388671613
Time Step 69: MSE = 789.2616141698911
Time Step 70: MSE = 782.0792639309209
Time Step 71: MSE = 774.3620147649513
Time Step 72: MSE = 766.8536456081706
Time Step 73: MSE = 758.8635039424153
Time Step 74: MSE = 751.2258278060611
Time Step 75: MSE = 743.2109099015901
Time Step 76: MSE = 735.3430450597313
Time Step 77: MSE = 727.4823600692956
Time Step 78: MSE = 719.7523889860313
Time Step 79: MSE = 711.7470437930998
Time Step 80: MSE = 703.954952683937
Time Step 81: MSE = 696.1514349632286
Time Step 82: MSE = 688.4576823415075
Time Step 83: MSE = 680.9782699621599
Time Step 84: MSE = 673.4832417185252
Time Step 85: MSE = 666.237855196257
Time Step 86: MSE = 659.0453140102394
Time Step 87: MSE = 651.9978423921235
Time Step 88: MSE = 644.8725507790938
Time Step 89: MSE = 638.0014760837108
Time Step 90: MSE = 631.0606350298581
Time Step 91: MSE = 624.1941784413599
Time Step 92: MSE = 617.4978392381415
Time Step 93: MSE = 610.8767202132727
Time Step 94: MSE = 604.3922274575017
Time Step 95: MSE = 598.0304896294024
