Analyzing journey 1 with 103 records
No 'Arrival Time' found for this journey, skipping regression analysis.

=================================

Analyzing journey 2 with 69 records
Arrival Time: 2023-07-01 07:04:24

=== Predicting Time Estimates ===
Model Coefficients: 0.07220598502936101
Model Intercept: 3.3767093017515677
Mean Squared Error (MSE): 23.029204829241134
MSE over time (as ship approaches):
Time Step 1: MSE = 88.47058512504499
Time Step 2: MSE = 79.30258469010805
Time Step 3: MSE = 79.04153491809403
Time Step 4: MSE = 78.88023549284684
Time Step 5: MSE = 79.51759198534826
Time Step 6: MSE = 77.01683171162445
Time Step 7: MSE = 74.8759806344514
Time Step 8: MSE = 73.17166176443372
Time Step 9: MSE = 71.05178423119602
Time Step 10: MSE = 68.7903278201417
Time Step 11: MSE = 66.48992027518955
Time Step 12: MSE = 60.959730420156916
Time Step 13: MSE = 58.00652378473597
Time Step 14: MSE = 56.81712909214821
Time Step 15: MSE = 56.3359126231619
Time Step 16: MSE = 56.48360294699345
Time Step 17: MSE = 57.01126925207428
Time Step 18: MSE = 58.829699467787336
Time Step 19: MSE = 60.238919329479934
Time Step 20: MSE = 60.86750141367317
Time Step 21: MSE = 60.92007489656461
Time Step 22: MSE = 60.91898439475016
Time Step 23: MSE = 60.31829287673491
Time Step 24: MSE = 59.372828311847705
Time Step 25: MSE = 58.09250569778667
Time Step 26: MSE = 56.59542397277718
Time Step 27: MSE = 54.8980206862081
Time Step 28: MSE = 53.04985338716927
Time Step 29: MSE = 51.45475608422088
Time Step 30: MSE = 49.834471016015335
Time Step 31: MSE = 48.342215938232734
Time Step 32: MSE = 46.88066300568498
Time Step 33: MSE = 45.51201438289127
Time Step 34: MSE = 44.17342581644786
Time Step 35: MSE = 42.91746731794334
Time Step 36: MSE = 41.74701410852444
Time Step 37: MSE = 40.628837723349555
Time Step 38: MSE = 39.559703738941025
Time Step 39: MSE = 38.551333459172234
Time Step 40: MSE = 37.6008049461927
Time Step 41: MSE = 36.683712743000015
Time Step 42: MSE = 35.811658054785326
Time Step 43: MSE = 34.979160421267814
Time Step 44: MSE = 34.197400246561365
Time Step 45: MSE = 33.46273585436865
Time Step 46: MSE = 32.797634802343666
Time Step 47: MSE = 32.13840050567177
Time Step 48: MSE = 31.47749876194818
Time Step 49: MSE = 30.83529197214576
Time Step 50: MSE = 30.219275863245556
Time Step 51: MSE = 29.627426313475357
Time Step 52: MSE = 29.07236354015123
Time Step 53: MSE = 28.56738876458967
Time Step 54: MSE = 28.044794098164125
Time Step 55: MSE = 27.5369212300469
Time Step 56: MSE = 27.045502760593536
Time Step 57: MSE = 26.571153549854888
Time Step 58: MSE = 26.115278666173104
Time Step 59: MSE = 25.677243397062288
Time Step 60: MSE = 25.259373814391818
Time Step 61: MSE = 24.856095385692907
Time Step 62: MSE = 24.460448680713178
Time Step 63: MSE = 24.140004572233828
Time Step 64: MSE = 23.852688014051125
Time Step 65: MSE = 23.584102903374205
Time Step 66: MSE = 23.3410388073444
Time Step 67: MSE = 23.172567512643653
Time Step 68: MSE = 23.029204829241134

=== Predicting Travel Estimates ===
Model Coefficients: 13.386080575148716
Model Intercept: -29.005216417128963
Mean Squared Error (MSE): 4269.32464532509
MSE over time (as ship approaches):
Time Step 1: MSE = 21140.6264676295
Time Step 2: MSE = 19084.23604351264
Time Step 3: MSE = 18881.042582008293
Time Step 4: MSE = 18713.60774699267
Time Step 5: MSE = 18747.74176460529
Time Step 6: MSE = 18140.87672714299
Time Step 7: MSE = 17628.68209332755
Time Step 8: MSE = 17224.293333479072
Time Step 9: MSE = 16742.22060910685
Time Step 10: MSE = 16234.769040857025
Time Step 11: MSE = 15725.71797430564
Time Step 12: MSE = 14422.451968609763
Time Step 13: MSE = 13501.569074249712
Time Step 14: MSE = 12915.192340929581
Time Step 15: MSE = 12496.292841338494
Time Step 16: MSE = 12221.2351357172
Time Step 17: MSE = 12042.372059045352
Time Step 18: MSE = 12104.517914666236
Time Step 19: MSE = 12140.339114591521
Time Step 20: MSE = 12071.172758208788
Time Step 21: MSE = 11929.566833077586
Time Step 22: MSE = 11806.063293125659
Time Step 23: MSE = 11598.58120765963
Time Step 24: MSE = 11347.310311842079
Time Step 25: MSE = 11049.830111562156
Time Step 26: MSE = 10725.325204218268
