Analyzing journey 1 with 85 records
No 'Arrival Time' found for this journey, skipping regression analysis.

=================================

Analyzing journey 2 with 87 records
Arrival Time: 2023-07-07 12:29:18

=== Predicting Time Estimates ===
Model Coefficients: 0.09392839150143485
Model Intercept: -4.428875081140141
Mean Squared Error (MSE): 12.006752339008996
MSE over time (as ship approaches):
Time Step 1: MSE = 87.83762492641287
Time Step 2: MSE = 78.16192389454874
Time Step 3: MSE = 55.18107406447777
Time Step 4: MSE = 41.39209243444758
Time Step 5: MSE = 33.15746026212408
Time Step 6: MSE = 27.9558705024882
Time Step 7: MSE = 24.000439045998405
Time Step 8: MSE = 21.220906348056236
Time Step 9: MSE = 18.924331021162285
Time Step 10: MSE = 17.03213592460646
Time Step 11: MSE = 15.514778918147597
Time Step 12: MSE = 14.452190647509253
Time Step 13: MSE = 13.817436715515441
Time Step 14: MSE = 13.465599175221241
Time Step 15: MSE = 12.98217912637558
Time Step 16: MSE = 13.034720975078226
Time Step 17: MSE = 13.784946471643947
Time Step 18: MSE = 13.54127516637306
Time Step 19: MSE = 12.914127649112048
Time Step 20: MSE = 12.268824065836231
Time Step 21: MSE = 11.689845349155494
Time Step 22: MSE = 11.204440520984733
Time Step 23: MSE = 11.261342786221753
Time Step 24: MSE = 11.524623961681892
Time Step 25: MSE = 11.88677701445379
Time Step 26: MSE = 12.350265788212315
Time Step 27: MSE = 13.078316711483454
Time Step 28: MSE = 13.745703922368977
Time Step 29: MSE = 14.220768960308972
Time Step 30: MSE = 15.00121792784393
Time Step 31: MSE = 15.323314463424458
Time Step 32: MSE = 15.55895147661348
Time Step 33: MSE = 15.372735276400135
Time Step 34: MSE = 14.963708025509806
Time Step 35: MSE = 14.536462607440317
Time Step 36: MSE = 14.154295375957545
Time Step 37: MSE = 13.827299442091526
Time Step 38: MSE = 13.466724710610384
Time Step 39: MSE = 13.183043894788712
Time Step 40: MSE = 12.956983988162975
Time Step 41: MSE = 12.885541308646802
Time Step 42: MSE = 12.779616962750646
Time Step 43: MSE = 12.792999028019848
Time Step 44: MSE = 12.91268423853689
Time Step 45: MSE = 13.057285987797197
Time Step 46: MSE = 13.263882619306628
Time Step 47: MSE = 13.42449349053927
Time Step 48: MSE = 13.344306823374174
Time Step 49: MSE = 13.493997847877411
Time Step 50: MSE = 13.566457114137755
Time Step 51: MSE = 13.661020547904934
Time Step 52: MSE = 13.943022918235833
Time Step 53: MSE = 14.167231415741337
Time Step 54: MSE = 14.546663452298734
Time Step 55: MSE = 15.123826217238738
Time Step 56: MSE = 15.567539325093321
Time Step 57: MSE = 15.839973706551646
Time Step 58: MSE = 15.83223150050084
Time Step 59: MSE = 15.751852649545254
Time Step 60: MSE = 15.522901362256135
Time Step 61: MSE = 15.276957096275396
Time Step 62: MSE = 15.03058709633958
Time Step 63: MSE = 14.793388757739159
Time Step 64: MSE = 14.58839445282376
Time Step 65: MSE = 14.421718354662689
Time Step 66: MSE = 14.239904823768873
Time Step 67: MSE = 14.047561761119717
Time Step 68: MSE = 13.847660546835677
Time Step 69: MSE = 13.65068590329717
Time Step 70: MSE = 13.45584466513055
Time Step 71: MSE = 13.274343357550146
Time Step 72: MSE = 13.108903162747241
Time Step 73: MSE = 12.929362253379908
Time Step 74: MSE = 12.772826663714797
Time Step 75: MSE = 12.617903421074335
Time Step 76: MSE = 12.471535047547752
Time Step 77: MSE = 12.337557404489372
Time Step 78: MSE = 12.234105897506648
Time Step 79: MSE = 12.107820237959167
Time Step 80: MSE = 12.041388947436895
Time Step 81: MSE = 11.980824563557425
Time Step 82: MSE = 11.93593940013728
Time Step 83: MSE = 11.915531753174147
Time Step 84: MSE = 11.901519756441095
Time Step 85: MSE = 11.974639376745698
Time Step 86: MSE = 12.006752339008996

=== Predicting Travel Estimates ===
Model Coefficients: 10.495326520533563
Model Intercept: 55.64614241925085
Mean Squared Error (MSE): 1341.6048570059288
MSE over time (as ship approaches):
Time Step 1: MSE = 10947.56144220363
Time Step 2: MSE = 9801.985271906851
Time Step 3: MSE = 7017.300336795801
Time Step 4: MSE = 5276.98598570564
Time Step 5: MSE = 4245.076960907341
Time Step 6: MSE = 3550.6886643848343
Time Step 7: MSE = 3061.3864109832243
Time Step 8: MSE = 2726.3225903047214
