Analyzing journey 1 with 60 records
Arrival Time: 2023-08-18 10:32:45

=== Random Forest Time Regression ===
Feature Importances: [0.31988258 0.68011742 0.         0.        ]
Mean Squared Error (MSE): 32.71237325502943
MSE over time (as ship approaches):
Time Step 1: MSE = 7.3366004172620185
Time Step 2: MSE = 3.9581441690693984
Time Step 3: MSE = 6.379312000608517
Time Step 4: MSE = 6.084284083344224
Time Step 5: MSE = 5.441871962417387
Time Step 6: MSE = 9.749720098991325
Time Step 7: MSE = 21.53459358883587
Time Step 8: MSE = 47.93456296108576
Time Step 9: MSE = 42.61543501569345
Time Step 10: MSE = 38.95447542853116
Time Step 11: MSE = 35.65961668391381
Time Step 12: MSE = 32.71237325502943

=== Predicting Travel Estimates ===
Model Coefficients: -0.018316574377251732
Model Intercept: 785.7934745315855
Mean Squared Error (MSE): 277.0919303925631
MSE over time (as ship approaches):
Time Step 1: MSE = 6649.799193338297
Time Step 2: MSE = 4726.887619904048
Time Step 3: MSE = 3414.4008368228183
Time Step 4: MSE = 2758.1945516516084
Time Step 5: MSE = 2268.6812504330846
Time Step 6: MSE = 1901.4506210892011
Time Step 7: MSE = 1639.1077657032802
Time Step 8: MSE = 1441.4799004738875
Time Step 9: MSE = 1287.1709849670904
Time Step 10: MSE = 1163.5563443319218
Time Step 11: MSE = 1062.4215530402582
Time Step 12: MSE = 978.1307155027454
Time Step 13: MSE = 906.7993390102745
Time Step 14: MSE = 846.3470611247977
Time Step 15: MSE = 793.9762179877436
Time Step 16: MSE = 748.1763542940587
Time Step 17: MSE = 710.1390572317015
Time Step 18: MSE = 676.3235763401483
Time Step 19: MSE = 646.0505311267599
Time Step 20: MSE = 616.5765347247915
Time Step 21: MSE = 592.1329228140336
Time Step 22: MSE = 569.944328469885
Time Step 23: MSE = 558.7406546990653
Time Step 24: MSE = 539.8154863590654
Time Step 25: MSE = 521.8557349868291
Time Step 26: MSE = 505.25097722800035
Time Step 27: MSE = 486.5711495942308
Time Step 28: MSE = 472.2333452451135
Time Step 29: MSE = 458.86591507078936
Time Step 30: MSE = 446.4192158936181
Time Step 31: MSE = 441.07712790319505
Time Step 32: MSE = 436.1278046942548
Time Step 33: MSE = 431.66348342290536
Time Step 34: MSE = 427.38442703180147
Time Step 35: MSE = 417.63169813289915
Time Step 36: MSE = 408.2810492721581
Time Step 37: MSE = 399.2647149533137
Time Step 38: MSE = 389.6377142873087
Time Step 39: MSE = 380.48740372589555
Time Step 40: MSE = 371.7460770551135
Time Step 41: MSE = 363.3779960822324
Time Step 42: MSE = 355.40329117973437
Time Step 43: MSE = 347.79872580917873
Time Step 44: MSE = 341.96242227790407
Time Step 45: MSE = 336.3784256314273
Time Step 46: MSE = 331.02837147018914
Time Step 47: MSE = 325.9144514142332
Time Step 48: MSE = 321.0194429505786
Time Step 49: MSE = 316.3304564405431
Time Step 50: MSE = 311.8327005806392
Time Step 51: MSE = 306.48480969340795
Time Step 52: MSE = 302.20081925561493
Time Step 53: MSE = 298.1126544573788
Time Step 54: MSE = 294.19951342035233
Time Step 55: MSE = 290.4559708910311
Time Step 56: MSE = 286.8418849517909
Time Step 57: MSE = 283.3499465689333
Time Step 58: MSE = 280.1704430050509
Time Step 59: MSE = 277.0919303925631

=================================

